********** Log newydd / New log **********,,,,,,,
53.27225,-3.8641908,6,15/08/2014 13:49,Eitem o fwyd cyflym,25,223.5,5
53.27225,-3.8641908,5,15/08/2014 13:49,Diodydd gall alcohol,911,223.5,5
53.272007,-3.8642228,11,15/08/2014 13:51,Arall,34,222.3,5
53.271946,-3.8640516,11,15/08/2014 13:52,Arall,763,221.1,5
53.271904,-3.8638568,11,15/08/2014 13:52,Arall,687,220,5
53.271904,-3.8638568,6,15/08/2014 13:52,Eitem o fwyd cyflym,687,220,5
53.271957,-3.8638735,11,15/08/2014 13:53,Arall,721,221.4,5
53.271896,-3.8641,11,15/08/2014 13:58,Arall,675,221.7,5
53.271805,-3.8640542,11,15/08/2014 13:59,Arall,109,223.2,5
53.271797,-3.8641126,11,15/08/2014 13:59,Arall,194,222.7,5
53.271793,-3.864248,11,15/08/2014 13:59,Arall,267,222.6,5
53.27178,-3.8642726,9,15/08/2014 13:59,Eitem ysmygu,474,222.5,5
53.271713,-3.8642492,6,15/08/2014 13:59,Eitem o fwyd cyflym,401,221,5
53.271713,-3.8642497,11,15/08/2014 13:59,Arall,554,221,5
53.271706,-3.8642468,11,15/08/2014 13:59,Arall,21,221.1,5
53.271706,-3.8642476,11,15/08/2014 14:00,Arall,50,221.1,5
53.271706,-3.8642476,11,15/08/2014 14:00,Arall,832,221.1,5
53.271706,-3.8642476,11,15/08/2014 14:00,Arall,209,221.1,5
53.271706,-3.8642476,11,15/08/2014 14:00,Arall,784,221.1,5
53.271687,-3.8642616,11,15/08/2014 14:00,Arall,562,220.8,5
53.271687,-3.864288,11,15/08/2014 14:00,Arall,481,220.8,5
53.271664,-3.8643637,11,15/08/2014 14:00,Arall,52,221.2,5
53.271637,-3.8643684,6,15/08/2014 14:00,Eitem o fwyd cyflym,731,221.3,5
53.271618,-3.8643763,11,15/08/2014 14:00,Arall,830,221.2,5
53.271587,-3.8643563,11,15/08/2014 14:01,Arall,688,221,5
53.271595,-3.8642836,11,15/08/2014 14:01,Arall,327,221,5
53.271595,-3.8642852,11,15/08/2014 14:01,Arall,997,221,5
53.271595,-3.8642852,6,15/08/2014 14:01,Eitem o fwyd cyflym,701,221,5
53.271595,-3.8642852,6,15/08/2014 14:01,Eitem o fwyd cyflym,934,221,5
53.271595,-3.8642852,11,15/08/2014 14:01,Arall,813,221,5
53.271595,-3.8642852,6,15/08/2014 14:01,Eitem o fwyd cyflym,426,221,5
53.271584,-3.864217,6,15/08/2014 14:01,Eitem o fwyd cyflym,656,220.8,5
53.27153,-3.8641484,4,15/08/2014 14:01,Alcohol potel wydr,1011,220.4,5
53.27147,-3.8642025,11,15/08/2014 14:02,Arall,752,219,5
53.27144,-3.8643622,11,15/08/2014 14:02,Arall,955,218.6,5
53.271393,-3.864396,11,15/08/2014 14:02,Arall,545,219.3,5
53.27139,-3.8643944,11,15/08/2014 14:02,Arall,650,219.3,5
53.27136,-3.8644066,6,15/08/2014 14:02,Eitem o fwyd cyflym,577,219.5,5
53.271317,-3.8644414,11,15/08/2014 14:03,Arall,401,219.9,5
53.271297,-3.8646579,11,15/08/2014 14:03,Arall,384,220,5
53.27027,-3.864984,11,15/08/2014 14:06,Arall,139,227,5
53.270267,-3.8649375,8,15/08/2014 14:06,Bag baw ci,398,227.1,5
53.27037,-3.8650863,6,15/08/2014 14:06,Eitem o fwyd cyflym,762,229.1,5
53.27037,-3.8650928,11,15/08/2014 14:06,Arall,913,229.2,5
53.270275,-3.8652337,8,15/08/2014 14:07,Bag baw ci,475,229.1,5
53.270206,-3.8659933,11,15/08/2014 14:08,Arall,40,232.8,5
53.271027,-3.8671844,11,15/08/2014 14:22,Arall,875,235.2,10
53.271156,-3.867234,11,15/08/2014 14:22,Arall,632,221.4,5
53.271248,-3.8673778,11,15/08/2014 14:22,Arall,293,220.3,5
53.271343,-3.8675964,11,15/08/2014 14:23,Arall,485,219.1,5
53.27133,-3.867588,11,15/08/2014 14:23,Arall,554,218.9,5
53.27135,-3.867672,11,15/08/2014 14:23,Arall,184,217.7,5
53.271393,-3.867772,10,15/08/2014 14:23,Ffrwythau,200,216.7,5
53.271935,-3.8687122,11,15/08/2014 14:28,Arall,455,218.2,5
53.271736,-3.868231,11,15/08/2014 14:29,Arall,486,218.8,5
53.271675,-3.868065,6,15/08/2014 14:30,Eitem o fwyd cyflym,689,218.9,5
53.271557,-3.8678956,2,15/08/2014 14:30,Gall diodydd ysgafn,133,217.9,5
53.271526,-3.8678133,11,15/08/2014 14:30,Arall,766,218.8,5
53.271465,-3.8676,11,15/08/2014 14:31,Arall,181,218.3,5
53.27146,-3.8678093,11,15/08/2014 14:33,Arall,419,211.3,5
53.27146,-3.867725,9,15/08/2014 14:33,Eitem ysmygu,859,216.7,5
53.27147,-3.867715,11,15/08/2014 14:33,Arall,54,217.3,5
53.271458,-3.867558,11,15/08/2014 14:39,Arall,242,220.1,5
53.271435,-3.8674195,0,15/08/2014 14:39,Potel blastig meddal,85,219.5,5
53.27145,-3.8674405,11,15/08/2014 14:39,Arall,684,219.3,5
53.271507,-3.867447,0,15/08/2014 14:40,Potel blastig meddal,267,219.5,5
53.271507,-3.8674455,6,15/08/2014 14:40,Eitem o fwyd cyflym,912,219.4,5
53.2715,-3.8673773,11,15/08/2014 14:40,Arall,736,219.3,5
53.2715,-3.8673632,11,15/08/2014 14:40,Arall,294,219.4,5
53.271317,-3.8671339,11,15/08/2014 14:40,Arall,243,218.8,5
53.27129,-3.866608,11,15/08/2014 14:41,Arall,253,220,5
53.271626,-3.8661914,9,15/08/2014 14:42,Eitem ysmygu,928,219.3,5
53.27183,-3.8667378,11,15/08/2014 14:43,Arall,747,220.1,5
53.271965,-3.8671422,11,15/08/2014 14:44,Arall,827,220.1,5
53.272076,-3.8673553,8,15/08/2014 14:44,Bag baw ci,610,220,5
53.272568,-3.8682523,9,15/08/2014 14:46,Eitem ysmygu,174,220.4,5
53.272736,-3.8685057,11,15/08/2014 14:47,Arall,806,221.3,5
53.272736,-3.8686068,11,15/08/2014 14:47,Arall,698,221.1,5
53.273,-3.8684216,11,15/08/2014 14:48,Arall,691,223.7,5
53.27304,-3.86843,11,15/08/2014 14:48,Arall,1025,223.8,5
53.273083,-3.86847,11,15/08/2014 14:48,Arall,368,224,5
53.27326,-3.8685694,11,15/08/2014 14:49,Arall,550,223.6,5
53.273422,-3.8686008,7,15/08/2014 14:49,Baw ci,486,224.1,5
53.273438,-3.8685648,7,15/08/2014 14:50,Baw ci,179,223.6,5
53.273487,-3.8685117,7,15/08/2014 14:50,Baw ci,21,223,5
53.27339,-3.8684688,11,15/08/2014 14:52,Arall,371,219.2,5
